tempo_s;tDHT_C;hDHT_%;ax;ay;az;gx;gy;gz;tBMP_C;pBMP_hPa;gas_ppm
31080;35.70;37.3;2613;0.03;-0.40;9.61;24.07;1.33;5.41;32.35;973.6;0.1
31100;35.70;37.3;0;-0.03;-0.41;9.47;22.57;-0.59;4.77;32.36;973.6;0.1
31120;35.70;37.3;2656;-0.02;-0.40;9.55;13.26;0.98;3.32;32.39;973.7;0.1
31141;35.70;37.3;0;-0.01;-0.43;9.54;5.58;0.97;2.08;32.39;973.6;0.1
31161;35.70;37.3;2694;0.03;-0.35;9.51;-21.49;0.80;-3.67;32.42;973.7;0.1
31182;35.70;37.3;0;0.02;-0.39;9.52;-12.29;0.56;-1.88;32.42;973.6;0.1
31202;35.70;37.3;2669;0.01;-0.39;9.58;-23.14;-1.08;-4.43;32.43;973.6;0.1
31223;35.80;37.3;0;0.03;-0.43;9.64;1.36;-2.80;-1.42;32.44;973.6;0.1
31243;35.80;37.3;2725;-0.10;-0.44;9.57;1.10;-0.35;2.07;32.45;973.6;0.1
31264;35.80;37.2;0;0.04;-0.39;9.52;-13.99;-0.10;-5.94;32.46;973.6;0.0
31284;35.80;37.1;2663;0.04;-0.40;9.67;-2.63;-2.70;-0.01;32.48;973.5;0.0
31305;35.80;37.2;0;0.02;-0.36;9.61;-1.13;0.22;0.38;32.51;973.6;0.0
31325;35.80;37.1;2719;0.05;-0.43;9.56;-13.36;-3.50;-2.66;32.50;973.6;0.0
31346;35.80;37.0;0;0.04;-0.32;9.60;0.92;0.60;1.88;32.53;973.6;0.1
31366;35.80;37.0;2700;0.01;-0.40;9.53;-16.94;0.86;-4.26;32.54;973.6;0.1
31387;35.90;37.0;0;0.04;-0.39;9.55;-12.89;0.12;-1.31;32.55;973.7;0.1
31407;35.90;37.0;2619;-0.02;-0.47;9.52;9.70;1.35;3.21;32.56;973.6;0.1
31428;35.90;37.0;0;-0.00;-0.39;9.56;2.00;1.40;1.59;32.58;973.6;0.1
31448;35.90;37.0;2694;-0.01;-0.44;9.52;6.52;0.35;2.13;32.59;973.6;0.1
31468;35.90;37.0;0;0.07;-0.39;9.52;7.92;0.30;2.78;32.60;973.6;0.1
31489;35.90;36.9;2706;-0.00;-0.37;9.44;-17.06;1.89;-2.60;32.63;973.6;0.1
31509;35.90;36.9;0;0.01;-0.39;9.62;-6.89;0.55;-0.38;32.63;973.5;0.1
31529;35.90;36.9;2706;-0.02;-0.35;9.51;-13.67;-0.54;-1.87;32.64;973.6;0.1
31550;35.90;36.9;0;-0.04;-0.42;9.55;9.93;1.65;3.73;32.66;973.6;0.1
31570;36.00;36.9;2675;-0.01;-0.43;9.61;1.01;3.47;5.22;32.67;973.7;0.1
31591;36.00;37.0;0;0.00;-0.35;9.55;-4.81;0.19;-0.38;32.69;973.6;0.1
31611;36.00;36.9;2719;0.06;-0.47;9.51;-6.93;-2.42;-5.17;32.69;973.6;0.1
31632;36.00;36.9;0;0.01;-0.41;9.67;-1.90;2.01;-1.14;32.72;973.6;0.1
31652;36.00;36.9;2756;0.03;-0.43;9.55;-8.74;-1.01;-0.98;32.73;973.6;0.1
31673;36.00;36.8;0;-0.01;-0.43;9.46;-4.52;-0.46;-0.54;32.74;973.6;0.1
31693;36.00;36.7;2713;-0.01;-0.40;9.51;-10.97;3.38;-2.93;32.75;973.6;0.1
31714;36.10;36.7;0;-0.00;-0.46;9.53;4.44;-1.26;-3.64;32.77;973.6;0.1
31734;36.10;36.8;2656;0.04;-0.48;9.61;4.45;-2.15;1.18;32.79;973.6;0.1
31755;36.10;36.8;0;-0.01;-0.46;9.56;-1.84;0.78;0.26;32.80;973.6;0.1
31775;36.10;36.6;2725;-0.04;-0.40;9.53;-7.00;0.89;-1.37;32.81;973.7;0.1
31796;36.10;36.5;0;0.03;-0.40;9.53;2.90;0.22;1.38;32.83;973.7;0.1
31816;36.10;36.5;2706;0.00;-0.40;9.46;7.62;-0.31;2.42;32.84;973.6;0.1
31837;36.10;36.6;0;0.02;-0.40;9.46;-2.41;0.66;-0.13;32.85;973.5;0.1
31857;36.20;36.6;2769;-0.02;-0.48;9.60;-9.58;0.76;-1.87;32.87;973.5;0.1
31877;36.20;36.5;0;0.00;-0.45;9.66;28.30;0.02;4.12;32.88;973.6;0.1
31897;36.20;36.5;2688;0.00;-0.38;9.53;22.94;-0.69;4.41;32.90;973.6;0.1
31918;36.20;36.5;0;-0.01;-0.41;9.61;-2.64;0.22;-0.01;32.90;973.5;0.1
31938;36.20;36.5;2719;0.02;-0.36;9.50;-10.71;0.53;-2.01;32.92;973.6;0.1
31959;36.20;36.4;0;-0.04;-0.35;9.52;-9.56;-0.71;-1.19;32.94;973.6;0.1
31979;36.20;36.4;2694;0.04;-0.38;9.58;-19.26;1.28;-4.90;32.96;973.6;0.1
32000;36.30;36.4;0;0.07;-0.34;9.59;-4.80;-3.97;0.89;32.97;973.6;0.1
32020;36.30;36.4;2681;0.07;-0.39;9.55;-0.00;-2.46;0.09;32.98;973.6;0.1
32041;36.30;36.3;0;0.06;-0.41;9.52;7.90;-0.27;3.17;32.99;973.6;0.1
32061;36.30;36.3;2713;-0.02;-0.37;9.61;6.35;0.69;1.74;33.00;973.6;0.1
32082;36.30;36.3;0;-0.01;-0.41;9.60;6.03;0.49;1.83;33.01;973.5;0.1
32102;36.30;36.3;2725;-0.04;-0.41;9.63;-14.01;0.84;-1.90;33.03;973.6;0.1
32123;36.30;36.3;0;0.03;-0.41;9.56;9.94;0.70;3.94;33.03;973.6;0.1
32143;36.30;36.3;2644;0.02;-0.39;9.58;24.73;-1.72;6.71;33.05;973.5;0.1
32164;36.40;36.2;0;0.00;-0.39;9.49;-1.25;1.02;2.57;33.06;973.5;0.1
32184;36.40;36.2;2731;-0.01;-0.41;9.65;-2.68;0.93;1.16;33.07;973.5;0.1
32205;36.40;36.2;0;0.04;-0.46;9.56;-19.11;1.05;-3.11;33.08;973.6;0.0
32225;36.40;36.0;2675;0.04;-0.40;9.60;43.46;0.97;13.34;33.09;973.5;0.0
32245;36.40;36.1;0;0.02;-0.42;9.55;5.98;0.21;-5.31;33.10;973.5;0.0
32265;36.40;36.1;2719;-0.03;-0.39;9.58;-7.26;0.33;-0.19;33.11;973.5;0.0
32286;36.40;36.0;0;0.01;-0.44;9.53;-13.66;1.19;-1.49;33.11;973.5;0.0
32306;36.40;36.0;2631;-0.02;-0.36;9.55;3.04;-0.17;3.47;33.13;973.6;0.1
32327;36.40;36.0;0;0.03;-0.39;9.58;-27.89;3.12;-6.32;33.13;973.5;0.1
32347;36.40;36.0;2650;0.02;-0.45;9.62;-29.13;1.34;-5.15;33.14;973.6;0.1
32368;36.40;36.0;0;0.05;-0.42;9.54;-18.35;0.64;-3.63;33.15;973.6;0.1
32388;36.40;36.0;2631;0.01;-0.39;9.54;12.22;0.28;3.55;33.16;973.5;0.1
32409;36.40;36.0;0;-0.04;-0.35;9.57;21.05;-1.72;4.21;33.17;973.6;0.1
32429;36.50;36.0;2638;-0.00;-0.43;9.52;7.16;0.47;2.65;33.17;973.6;0.1
32450;36.50;36.0;0;-0.01;-0.40;9.49;-16.35;0.20;-3.49;33.17;973.5;0.1
32470;36.50;35.9;2631;-0.00;-0.45;9.50;-7.35;0.31;-1.75;33.19;973.5;0.1
32491;36.40;35.9;0;0.03;-0.44;9.57;2.35;-0.14;1.09;33.18;973.5;0.1
32511;36.40;35.9;2594;0.04;-0.37;9.58;1.57;1.13;1.57;33.20;973.5;0.1
32532;36.50;35.9;0;-0.04;-0.35;9.51;1.79;0.82;1.41;33.19;973.5;0.1
32552;36.40;35.9;2619;0.01;-0.41;9.56;-4.21;0.64;0.27;33.19;973.5;0.1
32573;36.40;35.9;0;0.04;-0.47;9.52;1.16;1.25;0.89;33.20;973.5;0.1
32593;36.40;35.9;2600;-0.03;-0.41;9.52;-10.26;0.50;-2.64;33.20;973.6;0.1
32613;36.40;35.9;0;0.04;-0.40;9.54;2.25;-1.62;1.41;33.19;973.5;0.1
32634;36.40;35.9;2650;0.05;-0.38;9.58;8.05;1.32;2.54;33.20;973.5;0.1
32654;36.40;35.9;0;-0.00;-0.43;9.59;-9.47;-1.50;-0.95;33.19;973.5;0.1
32674;36.40;35.9;2644;0.04;-0.39;9.46;5.94;0.41;2.29;33.19;973.4;0.1
32695;36.40;35.9;0;-0.00;-0.42;9.51;-4.45;1.37;0.34;33.20;973.5;0.1
32715;36.40;35.8;2613;0.00;-0.37;9.55;-1.49;0.52;0.10;33.19;973.5;0.1
32736;36.40;35.9;0;-0.01;-0.36;9.57;-3.12;0.54;0.15;33.19;973.4;0.1
32756;36.40;35.9;2625;0.03;-0.41;9.55;7.18;1.02;2.17;33.18;973.5;0.1
32777;36.30;35.9;0;-0.01;-0.37;9.61;-2.52;0.33;-0.03;33.17;973.6;0.1
32797;36.30;35.9;2588;0.03;-0.39;9.58;5.58;0.32;1.58;33.16;973.6;0.1
32818;36.30;35.9;0;0.00;-0.36;9.55;-3.24;0.54;0.02;33.17;973.6;0.1
32838;36.30;35.9;2588;0.03;-0.36;9.47;6.03;0.18;1.17;33.17;973.5;0.1
32859;36.30;35.9;0;-0.00;-0.47;9.50;-1.93;1.48;0.87;33.17;973.5;0.1
32879;36.30;35.9;2581;-0.02;-0.38;9.59;-14.31;-4.50;-4.70;33.16;973.5;0.1
32900;36.30;35.9;0;-0.02;-0.40;9.56;11.39;1.40;4.38;33.15;973.6;0.1
32920;36.30;36.0;2569;0.06;-0.39;9.51;19.90;1.24;5.02;33.15;973.5;0.1
32941;36.30;36.0;0;-0.01;-0.37;9.54;11.74;0.80;4.25;33.14;973.6;0.1
32961;36.30;36.0;2569;-0.02;-0.35;9.65;11.36;0.18;1.78;33.13;973.6;0.1
32981;36.30;36.0;0;-0.05;-0.39;9.48;-5.66;1.95;0.50;33.14;973.5;0.1
33002;36.30;36.0;2575;0.01;-0.41;9.54;-11.69;-0.16;-1.87;33.12;973.5;0.1
33022;36.20;36.0;0;-0.04;-0.36;9.57;5.71;-0.11;2.15;33.13;973.6;0.1
33042;36.20;36.0;2588;0.02;-0.38;9.49;4.52;0.47;1.27;33.12;973.5;0.1
33063;36.20;36.0;0;0.00;-0.32;9.53;0.62;0.13;0.76;33.11;973.5;0.1
33083;36.20;36.0;2600;-0.08;-0.35;9.54;-8.89;0.82;-1.01;33.11;973.5;0.1
33104;36.20;36.0;0;0.03;-0.39;9.54;2.17;0.94;1.18;33.11;973.5;0.1
33124;36.20;36.1;2588;0.04;-0.47;9.62;-13.81;0.74;-2.42;33.10;973.5;0.1
33145;36.20;36.0;0;0.05;-0.39;9.65;-0.13;0.59;1.12;33.10;973.5;0.1
33165;36.20;36.1;2606;-0.00;-0.47;9.56;-17.97;0.44;-2.91;33.09;973.5;0.1
33186;36.10;36.1;0;-0.01;-0.37;9.54;-11.26;2.12;-0.06;33.09;973.5;0.1
33206;36.10;36.1;2631;0.06;-0.39;9.44;6.66;0.09;1.97;33.07;973.5;0.1
33227;36.10;36.1;0;0.00;-0.43;9.58;0.41;0.10;0.40;33.08;973.5;0.1
33247;36.10;36.1;2625;0.02;-0.43;9.52;8.76;0.64;2.67;33.07;973.5;0.1
33268;36.10;36.2;0;0.01;-0.41;9.54;3.90;0.80;1.77;33.06;973.5;0.1
33288;36.10;36.2;2675;-0.01;-0.38;9.55;-3.87;0.57;-0.45;33.06;973.4;0.1
33309;36.10;36.2;0;-5.70;-10.02;4.56;-74.13;-113.49;-89.47;33.05;973.7;0.1
33329;36.10;36.2;2663;0.28;-0.61;9.43;0.01;12.25;-20.29;33.03;973.8;0.1
33349;36.00;36.3;0;0.19;-0.44;9.59;-0.63;2.01;2.72;33.02;973.8;0.1
33370;36.00;36.3;2650;-0.15;-0.36;9.50;3.84;7.38;7.40;33.02;973.8;0.1
33390;36.00;36.3;0;0.05;-0.90;10.11;-3.64;4.80;7.54;33.01;973.6;0.1
33410;35.90;36.3;2644;-0.09;-0.66;10.22;-1.85;-0.46;2.14;32.99;973.6;0.1
33431;35.90;36.4;0;-0.88;-2.80;9.96;-11.17;4.51;17.53;33.00;973.7;0.1
33451;35.90;36.4;2650;-0.01;-0.33;9.55;23.62;-34.88;33.79;32.98;974.5;0.1
33472;35.80;36.5;0;-0.09;-0.70;9.53;40.64;10.22;11.27;32.97;974.5;0.1
33492;35.80;36.5;2644;0.02;-0.63;9.53;0.64;-3.91;-3.58;32.96;974.3;0.1
33513;35.90;36.5;0;0.11;-0.55;9.57;-5.77;0.83;-4.75;32.96;974.4;0.1
33533;35.90;36.4;2650;-0.15;-0.70;9.76;-10.52;-2.12;-8.11;32.94;974.4;0.1
33554;35.90;36.4;0;0.23;-0.72;9.79;-5.21;2.71;-4.59;32.93;974.4;0.1
33574;35.90;36.4;2650;-0.05;-0.64;9.75;-11.72;-1.25;3.36;32.94;974.4;0.1
33595;35.90;36.4;0;-0.19;-0.68;9.80;10.10;-3.98;6.28;32.93;974.4;0.1
33615;35.90;36.3;2625;-3.29;2.61;14.52;-8.26;4.85;-9.17;32.92;974.4;0.1
33636;35.90;36.3;0;-3.37;2.69;14.54;-0.70;-0.69;-0.37;32.91;974.4;0.1
33656;35.90;36.3;2594;-3.24;2.87;12.94;-103.44;29.54;-9.75;32.89;974.5;0.1
33677;35.90;36.3;0;0.01;-0.42;4.65;-144.53;-6.27;41.13;32.86;974.9;0.1
33697;35.80;36.4;2644;0.08;-2.16;9.58;-5.66;-5.21;13.43;32.83;974.9;0.1
33718;35.80;36.3;0;-0.09;-2.60;8.22;-0.69;1.19;1.58;32.83;975.0;0.1
33738;35.80;36.3;2638;-0.67;-3.05;10.28;-13.77;7.10;-12.18;32.83;974.9;0.1
33758;35.80;36.4;0;-0.03;-2.54;8.16;-0.63;0.49;0.60;32.82;975.0;0.1
33778;35.80;36.4;2663;-0.06;-2.57;8.19;-0.60;0.57;0.60;32.82;975.0;0.2
33799;35.80;36.4;0;-0.03;-2.69;7.87;-0.64;-1.70;-0.87;32.83;974.9;0.1
33819;35.80;36.4;2713;0.10;-5.34;5.92;-41.95;-33.93;-24.23;32.83;974.9;0.2
33840;35.80;36.4;0;0.13;0.90;7.31;-0.27;0.31;0.89;32.81;974.9;0.2
33860;35.80;36.4;2756;-2.37;5.98;10.21;-7.34;4.38;46.40;32.80;975.0;0.1
33881;35.80;36.4;0;-0.17;-1.66;7.84;1.65;10.97;3.80;32.79;975.0;0.1
33901;35.80;36.4;2756;-0.19;-1.48;10.40;-0.01;-1.95;0.68;32.79;974.9;0.1
33922;35.80;36.4;0;-2.31;5.59;4.35;11.79;3.33;-14.56;32.79;974.9;0.1
33942;35.80;36.5;2769;-0.48;-0.16;11.25;-0.31;0.41;0.57;32.56;975.0;0.1
33963;35.80;39.8;0;-0.56;0.19;11.16;-0.47;0.63;0.68;32.38;975.0;0.1
33983;35.60;38.7;2713;-0.62;0.59;11.28;-0.38;0.55;0.51;32.31;974.9;0.1
34004;35.30;38.4;0;-15.36;-2.92;14.79;10.23;-19.91;-15.34;32.13;975.0;0.1
34024;35.00;38.8;2706;-0.45;-0.35;11.11;-1.13;-3.01;-1.40;31.98;974.9;0.1
34045;34.70;39.1;0;-0.20;-0.21;9.53;-28.63;-6.36;30.66;31.88;974.8;0.1
34065;34.50;39.5;2750;-1.17;-3.50;9.95;-31.42;23.40;-38.43;31.66;974.9;0.1
34086;34.30;41.6;0;-0.41;-3.55;6.84;3.10;2.06;3.42;31.55;974.9;0.1
34106;34.10;41.3;2756;0.04;-2.84;7.29;1.84;-0.10;1.69;31.22;974.9;0.1
34126;33.70;41.7;0;0.27;-1.21;8.91;6.76;10.23;-8.52;31.01;974.9;0.1
34147;33.50;43.2;2744;-0.62;-0.87;11.59;-0.52;0.43;0.48;30.96;975.0;0.1
34167;33.30;42.9;0;-0.65;-0.88;11.59;-0.53;0.28;0.37;30.97;975.0;0.1
34187;33.30;42.6;2781;-0.66;-1.83;6.27;6.74;46.91;6.96;30.93;974.9;0.1
34208;33.30;45.7;0;0.62;-1.08;9.37;80.18;-19.53;-0.85;31.01;974.9;0.1
34228;33.30;44.3;2763;-0.36;-1.12;7.36;-14.50;-4.34;-13.85;30.63;974.9;0.1
34249;33.20;42.4;0;0.23;-1.76;8.52;-1.43;-6.53;-0.18;30.11;974.8;0.1
34269;32.90;42.6;2788;-0.49;-3.00;6.40;-3.45;-13.79;-6.97;30.29;974.9;0.1
34290;32.60;42.9;0;-0.17;-2.74;8.07;2.32;-4.59;18.12;30.27;974.9;0.1
34310;32.50;45.0;2813;0.50;-1.41;5.62;-10.16;-5.91;-7.18;30.19;975.2;0.1
34331;32.40;44.0;0;-0.16;-1.88;7.07;3.16;-15.22;24.54;30.56;975.1;0.0
34351;32.30;45.2;2750;0.29;-1.02;7.49;-26.16;5.51;-1.28;29.96;974.8;0.1
34372;32.20;42.5;0;-0.11;1.49;6.59;4.97;-16.93;4.51;29.30;974.8;0.1
34392;32.00;42.6;2800;0.04;-0.64;7.16;2.21;-4.18;0.36;28.93;974.8;0.1
34413;31.80;43.6;0;-0.12;-3.41;7.73;-14.24;3.96;1.71;28.80;974.8;0.1
34433;31.60;44.9;2913;0.13;-1.22;7.11;3.39;-10.98;5.45;28.83;974.8;0.1
34454;31.60;45.4;0;-2.95;2.67;13.93;13.32;30.65;0.38;28.96;974.9;0.1
34474;31.60;46.8;2831;-3.41;-5.50;2.77;-1.31;16.33;20.07;29.21;974.9;0.1
34495;31.60;47.0;0;0.80;-1.45;8.45;-15.16;2.12;-7.64;29.35;974.9;0.1
34515;31.70;46.7;2844;0.03;-1.40;9.46;-35.45;-19.43;18.06;29.62;974.9;0.1
34535;31.90;45.9;0;-0.82;-1.18;4.05;9.50;11.27;21.15;29.34;974.8;0.1
34555;31.80;44.0;2769;0.28;-0.17;7.04;-0.13;1.19;-0.56;29.11;974.8;0.1
34576;31.70;45.2;0;0.15;-0.71;8.57;-0.77;-0.50;1.02;29.16;974.9;0.1
34596;31.70;45.4;2738;0.03;-1.02;8.91;-1.71;-0.31;-0.59;29.49;974.9;0.1
34617;31.80;45.4;0;0.32;-1.26;8.38;-60.95;11.20;-0.39;29.67;975.1;0.1
34637;31.90;44.8;2725;-0.04;-2.13;9.19;-0.85;-1.84;0.04;29.53;975.0;0.1
34658;31.90;45.5;0;-0.19;-2.33;9.19;-1.93;3.07;-1.98;29.46;974.9;0.1
34678;31.90;46.0;2725;-0.60;-3.37;9.92;-1.38;2.70;0.70;29.25;974.9;0.1
34699;31.90;45.6;0;-0.85;-3.63;10.68;-0.37;0.85;2.00;29.29;974.8;0.1
34719;32.00;45.0;2706;-0.14;-1.26;9.55;15.20;1.89;-4.27;29.32;974.9;0.4
34740;32.00;45.2;0;-0.05;-2.25;8.63;2.51;1.08;-1.27;29.45;975.0;0.3
34760;32.20;47.3;2681;0.16;-0.89;8.04;-3.24;-0.83;1.10;29.66;974.9;0.1
34781;32.60;45.7;0;0.05;-0.99;9.01;-4.25;5.54;4.50;29.73;975.0;0.1
34801;32.80;43.5;2663;-2.88;-6.74;6.45;55.31;10.83;6.28;29.78;974.8;0.1
34822;32.80;43.2;0;-0.29;-3.31;8.73;-0.64;0.30;0.46;29.84;975.0;0.1
34842;32.80;44.6;2669;-0.30;-3.32;8.28;-0.59;0.48;0.57;30.13;975.2;0.1
34863;33.10;45.0;0;-0.27;-3.33;8.07;-0.34;0.41;0.58;30.25;975.0;0.0
34883;33.10;43.9;2688;-0.16;-3.50;8.12;-1.16;-0.36;-0.27;30.40;975.1;0.1
34903;33.20;45.9;0;-0.20;-3.17;8.10;-0.58;-0.36;0.53;30.35;974.9;0.1
34924;33.30;43.4;2706;-0.19;-3.14;8.16;-0.60;0.34;0.64;30.35;975.0;0.1
34944;33.20;43.4;0;-0.24;-3.16;8.17;-0.63;0.28;0.52;30.35;975.0;0.1
34964;33.20;43.7;2719;-0.23;-3.20;8.21;-0.68;0.42;0.57;30.23;975.0;0.1
34985;33.20;43.4;0;-0.23;-3.18;8.18;-0.65;0.12;0.58;30.13;975.0;0.1
35005;33.10;43.7;2725;-0.20;-3.13;8.11;-0.64;0.50;0.52;30.05;975.0;0.1
35026;33.00;44.6;0;-0.20;-3.10;7.97;-0.55;0.64;0.48;30.08;975.0;0.1
35046;33.00;44.0;2719;-0.87;-3.43;6.11;-5.93;-28.71;-6.72;30.24;975.1;0.1
